transaction_id,project_id,contractor_id,amount,txn_date,installment_no
TXN000420,PRJ00248,CTR0092,137005.94,2026-01-09,1
TXN000421,PRJ00248,CTR0092,140386.94,2026-02-12,2
TXN000422,PRJ00249,CTR0106,135154.93,2025-11-28,1
TXN000423,PRJ00249,CTR0106,130823.19,2025-10-02,2
TXN000424,PRJ00249,CTR0106,147581.63,2026-01-23,3
TXN000425,PRJ00250,CTR0058,2055433.12,2025-05-20,1
TXN000426,PRJ00250,CTR0058,2330122.24,2025-01-26,2
TXN000427,PRJ00251,CTR0113,191571.72,2026-08-23,1
TXN000428,PRJ00252,CTR0024,977450.54,2025-11-05,1
TXN000429,PRJ00253,CTR0117,851235.56,2025-11-03,1
TXN000430,PRJ00253,CTR0117,844428.89,2026-02-15,2
TXN000431,PRJ00253,CTR0117,951154.91,2025-06-21,3
TXN000432,PRJ00254,CTR0039,43989.75,2026-06-14,1
TXN000433,PRJ00254,CTR0039,45980.52,2025-11-25,2
TXN000434,PRJ00254,CTR0039,47587.9,2026-07-25,3
TXN000435,PRJ00255,CTR0045,758316.51,2026-07-26,1
TXN000436,PRJ00256,CTR0033,3244393.83,2026-04-16,1
TXN000437,PRJ00257,CTR0081,281030.4,2026-05-10,1
TXN000438,PRJ00258,CTR0083,1034421.08,2026-03-22,1
TXN000439,PRJ00259,CTR0085,83493.88,2026-08-20,1
TXN000440,PRJ00260,CTR0006,723389.56,2025-07-15,1
TXN000441,PRJ00261,CTR0083,461832.77,2026-05-13,1
TXN000442,PRJ00262,CTR0099,127321.41,2026-03-18,1
TXN000443,PRJ00262,CTR0099,147243.5,2026-03-17,2
TXN000444,PRJ00263,CTR0064,830158.16,2025-11-05,1
TXN000445,PRJ00264,CTR0062,1435281.94,2025-11-26,1
TXN000446,PRJ00265,CTR0059,1590424.94,2026-05-30,1
TXN000447,PRJ00266,CTR0054,191165.77,2026-07-11,1
TXN000448,PRJ00266,CTR0054,202327.28,2026-05-22,2
TXN000449,PRJ00266,CTR0054,238817.92,2026-04-09,3
TXN000450,PRJ00267,CTR0019,123293.19,2025-08-01,1
TXN000451,PRJ00267,CTR0019,136272.36,2024-12-31,2
TXN000452,PRJ00267,CTR0019,139442.66,2025-04-04,3
TXN000453,PRJ00269,CTR0014,810183.57,2026-03-07,1
TXN000454,PRJ00269,CTR0014,900810.83,2026-01-23,2
TXN000455,PRJ00270,CTR0058,279063.45,2026-06-17,1
TXN000456,PRJ00270,CTR0058,295902.25,2026-01-24,2
TXN000457,PRJ00270,CTR0058,305075.88,2026-04-20,3
TXN000458,PRJ00271,CTR0050,595469.97,2026-04-23,1
TXN000459,PRJ00271,CTR0050,606620.18,2026-02-05,2
TXN000460,PRJ00272,CTR0105,91445.93,2024-11-26,1
TXN000461,PRJ00272,CTR0105,93506.92,2025-03-26,2
TXN000462,PRJ00272,CTR0105,102925.45,2024-12-24,3
TXN000463,PRJ00273,CTR0025,256691.22,2026-07-12,1
TXN000464,PRJ00273,CTR0025,245365.0,2026-02-22,2
TXN000465,PRJ00273,CTR0025,290677.49,2026-02-07,3
TXN000466,PRJ00274,CTR0064,74476.14,2025-12-28,1
TXN000467,PRJ00274,CTR0064,75271.31,2026-07-20,2
TXN000468,PRJ00274,CTR0064,80889.17,2026-02-21,3
TXN000469,PRJ00277,CTR0113,399681.73,2025-12-12,1
TXN000470,PRJ00277,CTR0113,368855.4,2025-02-18,2
TXN000471,PRJ00277,CTR0113,441273.46,2025-11-25,3
TXN000472,PRJ00279,CTR0113,65031.18,2025-05-14,1
TXN000473,PRJ00279,CTR0113,65575.44,2025-04-11,2
TXN000474,PRJ00281,CTR0047,338867.81,2026-04-07,1
TXN000475,PRJ00282,CTR0058,603602.37,2026-04-19,1
TXN000476,PRJ00282,CTR0058,604083.9,2026-06-10,2
TXN000477,PRJ00283,CTR0016,589622.82,2025-11-12,1
TXN000478,PRJ00284,CTR0102,276050.87,2026-04-13,1
TXN000479,PRJ00284,CTR0102,297809.93,2026-07-12,2
TXN000480,PRJ00284,CTR0102,344227.61,2025-12-23,3
TXN000481,PRJ00285,CTR0026,73232.84,2026-08-21,1
TXN000482,PRJ00285,CTR0026,70807.31,2026-08-06,2
TXN000483,PRJ00285,CTR0026,82762.85,2026-08-15,3
TXN000484,PRJ00286,CTR0006,4067613.39,2025-05-05,1
TXN000485,PRJ00287,CTR0067,161981.81,2026-07-18,1
TXN000486,PRJ00288,CTR0042,102790.9,2026-08-29,1
TXN000487,PRJ00289,CTR0079,281365.97,2026-08-13,1
TXN000488,PRJ00289,CTR0079,278553.51,2026-08-17,2
TXN000489,PRJ00289,CTR0079,301372.91,2026-08-24,3
TXN000490,PRJ00290,CTR0065,1147713.13,2026-07-21,1
TXN000491,PRJ00290,CTR0065,1287751.78,2026-07-21,2
TXN000492,PRJ00292,CTR0054,5388451.34,2026-02-16,1
TXN000493,PRJ00293,CTR0077,944157.96,2025-10-29,1
TXN000494,PRJ00293,CTR0077,1054240.07,2025-06-15,2
TXN000495,PRJ00294,CTR0074,334314.15,2025-11-03,1
TXN000496,PRJ00294,CTR0074,320820.96,2026-01-17,2
TXN000497,PRJ00294,CTR0074,376846.92,2025-11-08,3
TXN000498,PRJ00296,CTR0019,939170.46,2025-03-07,1
TXN000499,PRJ00298,CTR0014,345987.94,2026-01-16,1
TXN000500,PRJ00298,CTR0014,392398.21,2026-02-19,2
TXN000501,PRJ00299,CTR0017,339313.21,2024-12-08,1
TXN000502,PRJ00299,CTR0017,378774.8,2025-03-27,2
TXN000503,PRJ00299,CTR0017,387943.06,2025-03-18,3
TXN000504,PRJ00300,CTR0027,445691.36,2025-11-20,1
TXN000505,PRJ00300,CTR0027,493994.11,2025-12-13,2
TXN000506,PRJ00300,CTR0027,540097.03,2026-02-09,3
TXN000507,PRJ00301,CTR0049,1311174.63,2026-04-04,1
TXN000508,PRJ00301,CTR0049,1546198.79,2026-07-22,2
TXN000509,PRJ00302,CTR0044,979803.46,2025-12-25,1
TXN000510,PRJ00302,CTR0044,990210.93,2026-04-07,2
TXN000511,PRJ00303,CTR0079,252208.11,2024-09-08,1
TXN000512,PRJ00303,CTR0079,265284.62,2024-10-11,2
TXN000513,PRJ00303,CTR0079,303659.72,2025-05-19,3
TXN000514,PRJ00304,CTR0039,1295972.05,2025-11-30,1
TXN000515,PRJ00305,CTR0091,451448.6,2026-05-18,1
TXN000516,PRJ00305,CTR0091,504977.27,2026-06-05,2
TXN000517,PRJ00305,CTR0091,524731.51,2026-07-19,3
TXN000518,PRJ00306,CTR0062,607757.76,2026-07-23,1
TXN000519,PRJ00306,CTR0062,694079.75,2026-06-29,2
TXN000520,PRJ00307,CTR0016,234761.99,2025-12-13,1
TXN000521,PRJ00307,CTR0016,248211.27,2026-02-19,2
TXN000522,PRJ00307,CTR0016,292079.74,2026-05-07,3
TXN000523,PRJ00308,CTR0105,877166.78,2025-03-02,1
TXN000524,PRJ00309,CTR0037,1119261.86,2025-12-04,1
TXN000525,PRJ00309,CTR0037,1251925.46,2026-05-26,2
TXN000526,PRJ00309,CTR0037,1354688.75,2025-12-31,3
TXN000527,PRJ00310,CTR0084,496873.18,2026-04-10,1
TXN000528,PRJ00311,CTR0106,76528.15,2026-08-06,1
TXN000529,PRJ00311,CTR0106,83348.47,2026-07-05,2
TXN000530,PRJ00312,CTR0018,1283588.35,2026-01-02,1
TXN000531,PRJ00314,CTR0007,151392.17,2025-11-30,1
TXN000532,PRJ00315,CTR0004,930947.94,2025-05-31,1
TXN000533,PRJ00315,CTR0004,1015439.36,2025-05-31,2
TXN000534,PRJ00315,CTR0004,1068785.21,2024-12-12,3
TXN000535,PRJ00316,CTR0119,1270566.8,2025-10-16,1
TXN000536,PRJ00317,CTR0084,544418.88,2026-07-08,1
TXN000537,PRJ00319,CTR0030,258494.57,2026-02-24,1
TXN000538,PRJ00319,CTR0030,271628.0,2026-05-22,2
TXN000539,PRJ00319,CTR0030,304673.6,2026-05-05,3
TXN000540,PRJ00320,CTR0054,172000.87,2025-04-03,1
TXN000541,PRJ00322,CTR0014,466835.84,2026-08-03,1
TXN000542,PRJ00322,CTR0014,464460.13,2026-04-01,2
TXN000543,PRJ00322,CTR0014,513791.71,2026-07-06,3
TXN000544,PRJ00323,CTR0083,236742.52,2024-12-14,1
TXN000545,PRJ00323,CTR0083,276795.04,2025-06-18,2
TXN000546,PRJ00324,CTR0060,2751773.51,2025-08-03,1
TXN000547,PRJ00325,CTR0094,265271.28,2025-12-31,1
TXN000548,PRJ00326,CTR0002,24932.72,2026-06-27,1
TXN000549,PRJ00326,CTR0002,26106.68,2026-06-10,2
TXN000550,PRJ00326,CTR0002,30132.84,2026-08-04,3
TXN000551,PRJ00327,CTR0023,115250.8,2026-08-29,1
TXN000552,PRJ00327,CTR0023,122172.4,2026-08-29,2
TXN000553,PRJ00327,CTR0023,136279.55,2026-08-29,3
TXN000554,PRJ00328,CTR0066,1599717.25,2025-04-09,1
TXN000555,PRJ00329,CTR0024,495558.52,2025-04-02,1
TXN000556,PRJ00329,CTR0024,451178.13,2024-12-06,2
TXN000557,PRJ00329,CTR0024,542608.21,2025-06-19,3
TXN000558,PRJ00331,CTR0043,98081.51,2026-01-14,1
TXN000559,PRJ00331,CTR0043,98300.34,2025-08-25,2
TXN000560,PRJ00331,CTR0043,110143.19,2026-02-21,3
TXN000561,PRJ00332,CTR0009,2815054.48,2026-05-15,1
TXN000562,PRJ00333,CTR0086,548281.97,2025-05-24,1
TXN000563,PRJ00333,CTR0086,569973.47,2025-05-23,2
TXN000564,PRJ00333,CTR0086,679478.91,2025-12-07,3
TXN000565,PRJ00334,CTR0088,472606.78,2025-11-08,1
TXN000566,PRJ00334,CTR0088,490369.49,2026-08-10,2
TXN000567,PRJ00334,CTR0088,578722.21,2026-07-01,3
TXN000568,PRJ00335,CTR0023,388157.58,2025-04-10,1
TXN000569,PRJ00335,CTR0023,402192.37,2025-06-13,2
TXN000570,PRJ00335,CTR0023,471199.7,2024-12-11,3
TXN000571,PRJ00338,CTR0022,661524.32,2025-07-08,1
TXN000572,PRJ00338,CTR0022,706481.36,2025-12-01,2
TXN000573,PRJ00339,CTR0112,303255.43,2026-08-29,1
TXN000574,PRJ00339,CTR0112,337978.6,2026-08-29,2
TXN000575,PRJ00339,CTR0112,351484.55,2026-08-29,3
TXN000576,PRJ00340,CTR0091,2597148.1,2025-12-28,1
TXN000577,PRJ00341,CTR0107,213849.26,2025-01-06,1
TXN000578,PRJ00341,CTR0107,224232.6,2024-11-11,2
TXN000579,PRJ00341,CTR0107,264816.19,2024-11-14,3
TXN000580,PRJ00342,CTR0069,229262.69,2025-06-11,1
TXN000581,PRJ00342,CTR0069,243950.36,2025-02-20,2
TXN000582,PRJ00342,CTR0069,246513.88,2026-01-16,3
TXN000583,PRJ00343,CTR0015,412386.73,2025-08-01,1
TXN000584,PRJ00343,CTR0015,481130.5,2025-02-13,2
TXN000585,PRJ00344,CTR0012,209092.48,2026-07-25,1
TXN000586,PRJ00344,CTR0012,222004.87,2026-06-07,2
TXN000587,PRJ00344,CTR0012,254970.51,2026-05-16,3
TXN000588,PRJ00346,CTR0072,1139333.33,2026-04-20,1
TXN000589,PRJ00346,CTR0072,1266415.5,2026-06-20,2
TXN000590,PRJ00347,CTR0051,230160.29,2026-02-04,1
TXN000591,PRJ00347,CTR0051,262056.33,2025-06-11,2
TXN000592,PRJ00347,CTR0051,267574.44,2025-07-13,3
TXN000593,PRJ00348,CTR0075,149680.81,2025-06-16,1
TXN000594,PRJ00348,CTR0075,146910.29,2025-02-19,2
TXN000595,PRJ00348,CTR0075,165546.84,2025-07-13,3
TXN000596,PRJ00349,CTR0070,1391909.8,2025-06-05,1
TXN000597,PRJ00349,CTR0070,1658334.84,2025-09-25,2
TXN000598,PRJ00350,CTR0037,361002.72,2026-01-28,1
TXN000599,PRJ00351,CTR0048,955846.86,2025-03-26,1
TXN000600,PRJ00353,CTR0084,241983.66,2026-01-09,1
TXN000601,PRJ00354,CTR0013,988860.44,2026-03-23,1
TXN000602,PRJ00354,CTR0013,976171.71,2026-02-22,2
TXN000603,PRJ00354,CTR0013,1097513.92,2025-05-14,3
TXN000604,PRJ00355,CTR0087,226100.1,2026-03-05,1
TXN000605,PRJ00355,CTR0087,269575.23,2026-04-18,2
TXN000606,PRJ00356,CTR0106,636899.92,2025-09-04,1
TXN000607,PRJ00356,CTR0106,629353.44,2026-01-23,2
TXN000608,PRJ00356,CTR0106,674381.69,2025-12-06,3
TXN000609,PRJ00357,CTR0036,50553.6,2025-10-25,1
TXN000610,PRJ00357,CTR0036,57498.75,2025-07-25,2
TXN000611,PRJ00358,CTR0005,620078.11,2026-08-28,1
TXN000612,PRJ00358,CTR0005,651573.34,2026-08-05,2
TXN000613,PRJ00358,CTR0005,776191.12,2026-08-25,3
TXN000614,PRJ00359,CTR0031,1861861.38,2025-04-09,1
TXN000615,PRJ00360,CTR0058,372417.98,2025-06-24,1
TXN000616,PRJ00360,CTR0058,368766.01,2025-05-29,2
TXN000617,PRJ00360,CTR0058,416556.48,2025-06-29,3
TXN000618,PRJ00361,CTR0052,409468.46,2025-04-22,1
TXN000619,PRJ00361,CTR0052,426050.18,2025-07-18,2
TXN000620,PRJ00361,CTR0052,469809.69,2024-08-01,3
TXN000621,PRJ00362,CTR0018,1942702.54,2025-08-26,1
TXN000622,PRJ00362,CTR0018,2145877.01,2026-01-04,2
TXN000623,PRJ00363,CTR0041,485355.38,2026-01-22,1
TXN000624,PRJ00363,CTR0041,587352.93,2026-05-11,2
TXN000625,PRJ00364,CTR0039,213008.76,2026-08-08,1
TXN000626,PRJ00364,CTR0039,247953.0,2026-03-18,2
TXN000627,PRJ00365,CTR0053,52936.23,2026-08-08,1
TXN000628,PRJ00365,CTR0053,53229.56,2026-03-09,2
TXN000629,PRJ00365,CTR0053,57008.55,2025-11-07,3
TXN000630,PRJ00366,CTR0024,713143.41,2025-03-06,1
TXN000631,PRJ00366,CTR0024,724629.23,2024-09-15,2
TXN000632,PRJ00367,CTR0101,708129.73,2025-03-10,1
TXN000633,PRJ00367,CTR0101,753465.32,2024-10-22,2
TXN000634,PRJ00368,CTR0005,346860.35,2024-09-03,1
TXN000635,PRJ00368,CTR0005,406015.96,2025-03-20,2
TXN000636,PRJ00369,CTR0061,475473.69,2025-07-08,1
TXN000637,PRJ00369,CTR0061,494281.16,2025-11-23,2
TXN000638,PRJ00369,CTR0061,512698.6,2025-08-20,3
TXN000639,PRJ00370,CTR0104,90664.03,2025-07-22,1
TXN000640,PRJ00370,CTR0104,110526.42,2025-04-05,2
TXN000641,PRJ00371,CTR0054,133407.47,2025-07-20,1
TXN000642,PRJ00371,CTR0054,133237.13,2025-11-01,2
TXN000643,PRJ00371,CTR0054,151754.87,2024-12-31,3
TXN000644,PRJ00372,CTR0033,307386.16,2026-01-26,1
TXN000645,PRJ00372,CTR0033,328266.6,2026-08-12,2
TXN000646,PRJ00373,CTR0109,55521.6,2025-08-23,1
TXN000647,PRJ00373,CTR0109,59388.48,2025-12-09,2
TXN000648,PRJ00373,CTR0109,67876.99,2025-10-08,3
TXN000649,PRJ00375,CTR0006,1383263.21,2026-04-14,1
TXN000650,PRJ00376,CTR0093,311028.27,2024-12-15,1
TXN000651,PRJ00376,CTR0093,315518.69,2025-10-14,2
TXN000652,PRJ00376,CTR0093,361585.32,2025-08-27,3
TXN000653,PRJ00377,CTR0112,136885.46,2025-11-17,1
TXN000654,PRJ00377,CTR0112,132862.42,2025-03-28,2
TXN000655,PRJ00377,CTR0112,152526.49,2025-06-04,3
TXN000656,PRJ00378,CTR0120,503395.71,2026-07-21,1
TXN000657,PRJ00379,CTR0118,438093.67,2025-05-26,1
TXN000658,PRJ00379,CTR0118,439808.14,2024-11-18,2
TXN000659,PRJ00380,CTR0100,644471.39,2026-05-22,1
TXN000660,PRJ00380,CTR0100,704433.61,2026-04-15,2
TXN000661,PRJ00380,CTR0100,766417.43,2026-08-20,3
TXN000662,PRJ00381,CTR0040,358273.14,2026-06-06,1
TXN000663,PRJ00381,CTR0040,386044.47,2026-04-06,2
TXN000664,PRJ00381,CTR0040,403370.4,2026-02-07,3
TXN000665,PRJ00382,CTR0013,282460.52,2026-05-13,1
TXN000666,PRJ00382,CTR0013,304361.68,2026-05-10,2
TXN000667,PRJ00383,CTR0118,133820.99,2026-03-13,1
TXN000668,PRJ00383,CTR0118,146323.02,2025-12-04,2
TXN000669,PRJ00384,CTR0073,1088109.77,2025-09-23,1
TXN000670,PRJ00384,CTR0073,1137758.57,2025-01-10,2
TXN000671,PRJ00385,CTR0034,1035533.39,2026-04-28,1
TXN000672,PRJ00385,CTR0034,1244421.94,2026-05-05,2
TXN000673,PRJ00386,CTR0038,1056388.31,2025-11-28,1
TXN000674,PRJ00386,CTR0038,1093105.58,2026-01-16,2
TXN000675,PRJ00387,CTR0019,2181251.54,2026-05-09,1
TXN000676,PRJ00388,CTR0093,59655.5,2026-05-22,1
TXN000677,PRJ00388,CTR0093,67988.27,2026-01-26,2
TXN000678,PRJ00388,CTR0093,70367.39,2026-05-17,3
TXN000679,PRJ00389,CTR0094,171233.99,2026-06-29,1
TXN000680,PRJ00393,CTR0003,154023.45,2025-06-15,1
TXN000681,PRJ00393,CTR0003,182118.72,2026-05-15,2
TXN000682,PRJ00394,CTR0059,735743.3,2025-08-14,1
TXN000683,PRJ00394,CTR0059,740100.03,2026-02-02,2
TXN000684,PRJ00394,CTR0059,873843.57,2026-01-10,3
TXN000685,PRJ00395,CTR0117,1249369.02,2026-07-05,1
TXN000686,PRJ00397,CTR0069,162830.66,2026-07-24,1
TXN000687,PRJ00397,CTR0069,175899.53,2026-01-10,2
TXN000688,PRJ00397,CTR0069,198782.63,2026-03-01,3
TXN000689,PRJ00398,CTR0104,2054927.47,2026-08-29,1
TXN000690,PRJ00399,CTR0068,1659960.57,2026-08-08,1
TXN000691,PRJ00399,CTR0068,1875606.83,2026-08-18,2
TXN000692,PRJ00400,CTR0009,2386756.88,2026-08-01,1
TXN000693,PRJ00401,CTR0073,113192.84,2025-06-23,1
TXN000694,PRJ00401,CTR0073,116315.63,2025-08-21,2
TXN000695,PRJ00402,CTR0088,538890.1,2026-07-26,1
TXN000696,PRJ00403,CTR0012,3878638.92,2025-05-05,1
TXN000697,PRJ00404,CTR0008,258002.11,2026-06-29,1
TXN000698,PRJ00404,CTR0008,298363.99,2025-09-20,2
TXN000699,PRJ00405,CTR0016,12410479.98,2026-05-20,1
TXN000700,PRJ00406,CTR0110,352407.46,2026-06-10,1
TXN000701,PRJ00406,CTR0110,375967.53,2026-08-11,2
TXN000702,PRJ00406,CTR0110,403651.3,2026-07-13,3
TXN000703,PRJ00407,CTR0028,310420.75,2026-03-19,1
TXN000704,PRJ00407,CTR0028,319672.22,2026-05-14,2
TXN000705,PRJ00408,CTR0035,196609.19,2024-12-20,1
TXN000706,PRJ00408,CTR0035,204282.37,2025-08-30,2
TXN000707,PRJ00408,CTR0035,223229.16,2025-08-03,3
TXN000708,PRJ00409,CTR0116,538258.38,2025-03-27,1
TXN000709,PRJ00409,CTR0116,507853.65,2024-10-01,2
TXN000710,PRJ00409,CTR0116,612401.43,2025-04-06,3
TXN000711,PRJ00410,CTR0119,53229.7,2025-04-16,1
TXN000712,PRJ00410,CTR0119,56078.89,2025-10-18,2
TXN000713,PRJ00410,CTR0119,62863.33,2025-07-22,3
TXN000714,PRJ00411,CTR0019,357824.18,2026-07-12,1
TXN000715,PRJ00411,CTR0019,348357.79,2026-07-27,2
TXN000716,PRJ00411,CTR0019,398164.37,2026-07-13,3
TXN000717,PRJ00412,CTR0010,1039567.6,2026-02-24,1
TXN000718,PRJ00412,CTR0010,989657.32,2026-04-21,2
TXN000719,PRJ00412,CTR0010,1206801.51,2025-12-17,3
TXN000720,PRJ00413,CTR0087,2040991.57,2026-07-22,1
TXN000721,PRJ00414,CTR0102,84607.57,2026-03-18,1
TXN000722,PRJ00415,CTR0096,1650963.38,2026-03-21,1
TXN000723,PRJ00416,CTR0030,677718.04,2026-02-03,1
TXN000724,PRJ00416,CTR0030,787272.68,2026-03-11,2
TXN000725,PRJ00417,CTR0077,218341.13,2026-01-12,1
TXN000726,PRJ00417,CTR0077,242460.99,2026-03-24,2
TXN000727,PRJ00418,CTR0101,1498659.33,2026-03-21,1
TXN000728,PRJ00419,CTR0056,1939881.21,2026-08-25,1
TXN000729,PRJ00420,CTR0011,879297.53,2025-09-15,1
TXN000730,PRJ00420,CTR0011,1051543.08,2025-09-08,2
TXN000731,PRJ00421,CTR0011,2378313.64,2026-01-15,1
TXN000732,PRJ00421,CTR0011,2615331.78,2025-09-25,2
TXN000733,PRJ00422,CTR0095,53274.44,2026-03-19,1
TXN000734,PRJ00422,CTR0095,52406.89,2026-05-17,2
TXN000735,PRJ00422,CTR0095,60282.05,2026-04-27,3
TXN000736,PRJ00423,CTR0001,2256333.14,2025-09-21,1
TXN000737,PRJ00424,CTR0014,204141.17,2025-03-25,1
TXN000738,PRJ00425,CTR0072,817701.61,2025-01-06,1
TXN000739,PRJ00425,CTR0072,928226.21,2024-12-25,2
TXN000740,PRJ00426,CTR0012,461210.69,2025-02-07,1
TXN000741,PRJ00426,CTR0012,535629.04,2025-02-19,2
TXN000742,PRJ00427,CTR0101,984011.08,2026-06-20,1
TXN000743,PRJ00428,CTR0053,185873.89,2026-05-08,1
TXN000744,PRJ00428,CTR0053,199842.67,2026-07-17,2
TXN000745,PRJ00428,CTR0053,231198.42,2026-03-12,3
TXN000746,PRJ00429,CTR0116,790447.8,2025-06-09,1
TXN000747,PRJ00429,CTR0116,908421.26,2025-04-17,2
TXN000748,PRJ00430,CTR0022,352544.43,2026-01-20,1
TXN000749,PRJ00430,CTR0022,376521.17,2026-04-07,2
TXN000750,PRJ00430,CTR0022,376747.87,2026-03-19,3
TXN000751,PRJ00431,CTR0039,479953.97,2025-12-29,1
TXN000752,PRJ00432,CTR0056,79507.18,2026-07-12,1
TXN000753,PRJ00432,CTR0056,82827.64,2026-06-10,2
TXN000754,PRJ00432,CTR0056,92389.77,2025-12-18,3
TXN000755,PRJ00433,CTR0047,822538.37,2026-05-15,1
TXN000756,PRJ00434,CTR0077,271682.2,2024-12-09,1
TXN000757,PRJ00434,CTR0077,258578.09,2025-01-19,2
TXN000758,PRJ00434,CTR0077,306911.26,2025-10-03,3
TXN000759,PRJ00436,CTR0049,531187.53,2026-08-17,1
TXN000760,PRJ00436,CTR0049,616478.44,2026-08-07,2
TXN000761,PRJ00437,CTR0056,718780.8,2025-11-11,1
TXN000762,PRJ00437,CTR0056,810991.24,2026-04-09,2
TXN000763,PRJ00438,CTR0039,85347.58,2025-05-06,1
TXN000764,PRJ00439,CTR0041,359509.53,2026-04-14,1
TXN000765,PRJ00439,CTR0041,372755.68,2025-11-13,2
TXN000766,PRJ00440,CTR0095,391475.15,2026-06-22,1
TXN000767,PRJ00440,CTR0095,432509.16,2026-08-06,2
TXN000768,PRJ00440,CTR0095,436804.09,2026-04-28,3
TXN000769,PRJ00442,CTR0120,1199756.66,2025-10-21,1
TXN000770,PRJ00442,CTR0120,1341502.19,2026-07-02,2
TXN000771,PRJ00442,CTR0120,1362458.18,2026-06-02,3
TXN000772,PRJ00443,CTR0088,69769.44,2026-06-24,1
TXN000773,PRJ00443,CTR0088,72435.84,2026-05-21,2
TXN000774,PRJ00443,CTR0088,80635.37,2026-06-24,3
TXN000775,PRJ00444,CTR0091,612612.26,2025-01-04,1
TXN000776,PRJ00445,CTR0105,1310978.92,2026-07-16,1
TXN000777,PRJ00445,CTR0105,1460740.37,2026-01-21,2
TXN000778,PRJ00445,CTR0105,1535133.99,2026-02-26,3
TXN000779,PRJ00446,CTR0018,231866.89,2026-06-19,1
TXN000780,PRJ00446,CTR0018,249742.94,2026-06-25,2
TXN000781,PRJ00446,CTR0018,260760.25,2026-06-14,3
TXN000782,PRJ00447,CTR0092,35165.21,2025-02-10,1
TXN000783,PRJ00447,CTR0092,41243.49,2025-04-03,2
TXN000784,PRJ00448,CTR0077,928878.93,2025-04-13,1
TXN000785,PRJ00449,CTR0119,1030489.24,2026-08-02,1
TXN000786,PRJ00449,CTR0119,977169.95,2026-08-05,2
TXN000787,PRJ00449,CTR0119,1161471.18,2026-08-28,3
TXN000788,PRJ00450,CTR0005,181770.2,2026-08-06,1
TXN000789,PRJ00450,CTR0005,193043.87,2026-07-06,2
TXN000790,PRJ00450,CTR0005,216252.05,2026-07-30,3
TXN000791,PRJ00451,CTR0077,266089.19,2026-07-25,1
TXN000792,PRJ00451,CTR0077,282425.92,2026-08-20,2
TXN000793,PRJ00452,CTR0085,251052.59,2026-03-31,1
TXN000794,PRJ00453,CTR0006,552277.68,2025-12-21,1
TXN000795,PRJ00454,CTR0097,211204.55,2025-03-13,1
TXN000796,PRJ00454,CTR0097,213901.19,2025-05-29,2
TXN000797,PRJ00455,CTR0013,283842.15,2026-06-23,1
TXN000798,PRJ00455,CTR0013,295900.61,2026-07-31,2
TXN000799,PRJ00456,CTR0072,847827.88,2026-07-21,1
TXN000800,PRJ00456,CTR0072,1008305.68,2026-07-12,2
TXN000801,PRJ00457,CTR0048,198702.4,2025-05-02,1
TXN000802,PRJ00457,CTR0048,206348.52,2025-11-11,2
TXN000803,PRJ00458,CTR0020,2417338.38,2025-11-07,1
TXN000804,PRJ00459,CTR0038,4770506.76,2026-02-28,1
TXN000805,PRJ00460,CTR0045,51445.62,2025-07-05,1
TXN000806,PRJ00460,CTR0045,51447.46,2025-07-11,2
TXN000807,PRJ00460,CTR0045,58885.09,2025-08-30,3
TXN000808,PRJ00461,CTR0062,294294.71,2026-08-05,1
TXN000809,PRJ00461,CTR0062,290848.67,2026-07-17,2
TXN000810,PRJ00461,CTR0062,298979.27,2026-02-07,3
TXN000811,PRJ00462,CTR0041,114107.88,2026-05-24,1
TXN000812,PRJ00462,CTR0041,112883.63,2026-06-19,2
TXN000813,PRJ00462,CTR0041,127474.56,2025-11-18,3
TXN000814,PRJ00463,CTR0003,1973281.13,2025-04-19,1
TXN000815,PRJ00464,CTR0120,37224.69,2026-06-25,1
TXN000816,PRJ00464,CTR0120,35955.53,2026-04-06,2
TXN000817,PRJ00464,CTR0120,41831.43,2026-01-09,3
TXN000818,PRJ00465,CTR0071,34726.42,2026-07-17,1
TXN000819,PRJ00465,CTR0071,37098.12,2026-06-25,2
TXN000820,PRJ00465,CTR0071,40576.2,2026-04-23,3
TXN000821,PRJ00466,CTR0030,69212.4,2026-07-17,1
TXN000822,PRJ00466,CTR0030,76785.7,2026-06-23,2
TXN000823,PRJ00467,CTR0082,161353.32,2026-04-25,1
TXN000824,PRJ00468,CTR0114,388232.0,2026-03-19,1
TXN000825,PRJ00468,CTR0114,391221.95,2026-06-01,2
TXN000826,PRJ00469,CTR0001,713142.33,2026-08-19,1
TXN000827,PRJ00469,CTR0001,733839.78,2026-08-20,2
TXN000828,PRJ00469,CTR0001,826332.36,2026-08-22,3
TXN000829,PRJ00470,CTR0074,2421764.29,2026-03-02,1
TXN000830,PRJ00472,CTR0017,219297.19,2026-05-10,1
TXN000831,PRJ00472,CTR0017,242519.46,2026-06-25,2
TXN000832,PRJ00473,CTR0079,581721.68,2025-12-10,1
TXN000833,PRJ00473,CTR0079,656343.61,2026-05-02,2
TXN000834,PRJ00473,CTR0079,665245.07,2026-05-19,3
TXN000835,PRJ00474,CTR0109,88094.74,2026-08-04,1
TXN000836,PRJ00474,CTR0109,93008.47,2026-06-28,2
TXN000837,PRJ00474,CTR0109,99996.59,2026-03-14,3
TXN000838,PRJ00475,CTR0118,1911342.18,2026-03-24,1
TXN000839,PRJ00476,CTR0041,158400.6,2025-06-28,1
TXN000840,PRJ00476,CTR0041,164192.4,2024-10-05,2
